"","Primary_Key","temp","weather_type","Direction","avg_travel_time","avg_speed","no_of_streetcars","avg_delay","no_of_delays","weekday","time_of_day","pilot_nonpilot","weekday_c","time_of_day_c","weather_type_c","pilot_nonpilot_bi"
"16115","2018-02-12 10:00",-4.4,"Sunny/Overcast","WEST",14.8331818181818,10.6427272727273,22,NA,NA,"Monday","AM (7am-10am)","Pilot",2,1,13,0
"16116","2018-02-12 11:00",-3.4,"Sunny/Overcast","EAST ",13.1553333333333,11.8246666666667,15,NA,NA,"Monday","MID (11am-3pm)","Pilot",2,5,13,0
"16117","2018-02-12 11:00",-3.4,"Sunny/Overcast","WEST",12.6669230769231,12.3030769230769,13,NA,NA,"Monday","MID (11am-3pm)","Pilot",2,5,13,0
"16118","2018-02-12 12:00",-2.8,"Sunny/Overcast","EAST ",13.7966666666667,11.3005555555556,18,NA,NA,"Monday","MID (11am-3pm)","Pilot",2,5,13,0
"16119","2018-02-12 12:00",-2.8,"Sunny/Overcast","WEST",13.9255555555556,11.0583333333333,18,NA,NA,"Monday","MID (11am-3pm)","Pilot",2,5,13,0
"16120","2018-02-12 13:00",-2.7,"Sunny/Overcast","EAST ",14.021875,11.865625,16,NA,NA,"Monday","MID (11am-3pm)","Pilot",2,5,13,0
"16121","2018-02-12 13:00",-2.7,"Sunny/Overcast","WEST",13.9375,11.27125,16,NA,NA,"Monday","MID (11am-3pm)","Pilot",2,5,13,0
"16122","2018-02-12 14:00",-2.4,"Sunny/Overcast","EAST ",14.12375,11.425,16,NA,NA,"Monday","MID (11am-3pm)","Pilot",2,5,13,0
"16123","2018-02-12 14:00",-2.4,"Sunny/Overcast","WEST",14.354375,11.195,16,NA,NA,"Monday","MID (11am-3pm)","Pilot",2,5,13,0
"16124","2018-02-12 15:00",-2.3,"Sunny/Overcast","EAST ",15.492380952381,10.3071428571429,21,NA,NA,"Monday","MID (11am-3pm)","Pilot",2,5,13,0
"16125","2018-02-12 15:00",-2.3,"Sunny/Overcast","WEST",14.4655,10.5795,20,NA,NA,"Monday","MID (11am-3pm)","Pilot",2,5,13,0
"16126","2018-02-12 16:00",-3,"Sunny/Overcast","EAST ",16.3327777777778,9.93111111111111,18,NA,NA,"Monday","PM (4pm-7pm)","Pilot",2,6,13,0
"16127","2018-02-12 16:00",-3,"Sunny/Overcast","WEST",16.3786666666667,9.41666666666667,15,NA,NA,"Monday","PM (4pm-7pm)","Pilot",2,6,13,0
"16128","2018-02-12 17:00",-3.3,"Sunny/Overcast","EAST ",19.0922222222222,8.59,18,NA,NA,"Monday","PM (4pm-7pm)","Pilot",2,6,13,0
"16129","2018-02-12 17:00",-3.3,"Sunny/Overcast","WEST",16.6352380952381,9.34714285714286,21,NA,NA,"Monday","PM (4pm-7pm)","Pilot",2,6,13,0
"16130","2018-02-12 18:00",-3.9,"Sunny/Overcast","EAST ",17.2284210526316,9.20736842105263,19,NA,NA,"Monday","PM (4pm-7pm)","Pilot",2,6,13,0
"16131","2018-02-12 18:00",-3.9,"Sunny/Overcast","WEST",18.0555555555556,8.69388888888889,18,NA,NA,"Monday","PM (4pm-7pm)","Pilot",2,6,13,0
"16132","2018-02-12 19:00",-4.4,"Sunny/Overcast","EAST ",13.74,11.6172222222222,18,NA,NA,"Monday","EVENING (8pm-10pm)","Pilot",2,3,13,0
"16133","2018-02-12 19:00",-4.4,"Sunny/Overcast","WEST",14.76,10.9305555555556,18,NA,NA,"Monday","EVENING (8pm-10pm)","Pilot",2,3,13,0
"16134","2018-02-12 20:00",-5.1,"Sunny/Overcast","EAST ",13.4128571428571,11.7361904761905,21,NA,NA,"Monday","EVENING (8pm-10pm)","Pilot",2,3,13,0
"16135","2018-02-12 20:00",-5.1,"Sunny/Overcast","WEST",13.02125,11.805,16,NA,NA,"Monday","EVENING (8pm-10pm)","Pilot",2,3,13,0
"16136","2018-02-12 21:00",-5.7,"Sunny/Overcast","EAST ",13.3328571428571,11.2357142857143,14,NA,NA,"Monday","EVENING (8pm-10pm)","Pilot",2,3,13,0
"16137","2018-02-12 21:00",-5.7,"Sunny/Overcast","WEST",12.6892857142857,11.5757142857143,14,NA,NA,"Monday","EVENING (8pm-10pm)","Pilot",2,3,13,0
"16138","2018-02-12 22:00",-6.1,"Sunny/Overcast","EAST ",12.8233333333333,12.6393333333333,15,NA,NA,"Monday","EVENING (8pm-10pm)","Pilot",2,3,13,0
"16139","2018-02-12 22:00",-6.1,"Sunny/Overcast","WEST",12.156,12.8266666666667,15,NA,NA,"Monday","EVENING (8pm-10pm)","Pilot",2,3,13,0
"16140","2018-02-12 23:00",-6.6,"Sunny/Overcast","EAST ",12.5546666666667,12.73,15,NA,NA,"Monday","LATE (11pm-2am)","Pilot",2,4,13,0
"16141","2018-02-12 23:00",-6.6,"Sunny/Overcast","WEST",11.03,14.0918181818182,11,NA,NA,"Monday","LATE (11pm-2am)","Pilot",2,4,13,0
"16142","2018-02-13 00:00",-7.3,"Sunny/Overcast","EAST ",11.5188888888889,13.8322222222222,9,NA,NA,"Tuesday","LATE (11pm-2am)","Pilot",4,4,13,0
"16143","2018-02-13 00:00",-7.3,"Sunny/Overcast","WEST",11.9441666666667,13.045,12,NA,NA,"Tuesday","LATE (11pm-2am)","Pilot",4,4,13,0
"16144","2018-02-13 01:00",-7.8,"Sunny/Overcast","EAST ",12.09,13.1227272727273,11,NA,NA,"Tuesday","LATE (11pm-2am)","Pilot",4,4,13,0
"16145","2018-02-13 01:00",-7.8,"Sunny/Overcast","WEST",10.37,15.3911111111111,9,NA,NA,"Tuesday","LATE (11pm-2am)","Pilot",4,4,13,0
"16146","2018-02-13 02:00",-8.1,"Sunny/Overcast","EAST ",10.085,16.865,4,NA,NA,"Tuesday","LATE (11pm-2am)","Pilot",4,4,13,0
"16147","2018-02-13 02:00",-8.1,"Sunny/Overcast","WEST",10.334,15.586,5,NA,NA,"Tuesday","LATE (11pm-2am)","Pilot",4,4,13,0
"16148","2018-02-13 03:00",-8.2,"Sunny/Overcast","WEST",12.33,11.705,2,NA,NA,"Tuesday","EARLY(3AM - 6AM)","Pilot",4,2,13,0
"16149","2018-02-13 03:00",-8.2,"Sunny/Overcast","EAST ",12,13.18,2,NA,NA,"Tuesday","EARLY(3AM - 6AM)","Pilot",4,2,13,0
"16150","2018-02-13 04:00",-8.6,"Sunny/Overcast",NA,NA,NA,NA,NA,NA,"Tuesday","EARLY(3AM - 6AM)","Pilot",4,2,13,0
"16151","2018-02-13 05:00",-8.7,"Sunny/Overcast","WEST",9.67,14.96,1,NA,NA,"Tuesday","EARLY(3AM - 6AM)","Pilot",4,2,13,0
"16152","2018-02-13 05:00",-8.7,"Sunny/Overcast","EAST ",12.835,12.565,2,NA,NA,"Tuesday","EARLY(3AM - 6AM)","Pilot",4,2,13,0
"16153","2018-02-13 06:00",-10.7,"Sunny/Overcast","EAST ",13.3814285714286,11.7457142857143,7,NA,NA,"Tuesday","EARLY(3AM - 6AM)","Pilot",4,2,13,0
"16154","2018-02-13 06:00",-10.7,"Sunny/Overcast","WEST",11.556,12.7253333333333,15,NA,NA,"Tuesday","EARLY(3AM - 6AM)","Pilot",4,2,13,0
"16155","2018-02-13 07:00",-10.3,"Sunny/Overcast","EAST ",14.5154545454545,10.8145454545455,22,NA,NA,"Tuesday","AM (7am-10am)","Pilot",4,1,13,0
"16156","2018-02-13 07:00",-10.3,"Sunny/Overcast","WEST",14.1428571428571,11.1290476190476,21,NA,NA,"Tuesday","AM (7am-10am)","Pilot",4,1,13,0
"16157","2018-02-13 08:00",-9.1,"Sunny/Overcast","EAST ",16.6105555555556,9.76277777777778,18,NA,NA,"Tuesday","AM (7am-10am)","Pilot",4,1,13,0
"16158","2018-02-13 08:00",-9.1,"Sunny/Overcast","WEST",13.833,11.56,20,NA,NA,"Tuesday","AM (7am-10am)","Pilot",4,1,13,0
"16159","2018-02-13 09:00",-7.4,"Sunny/Overcast","EAST ",18.2164705882353,9.12588235294118,17,NA,NA,"Tuesday","AM (7am-10am)","Pilot",4,1,13,0
"16160","2018-02-13 09:00",-7.4,"Sunny/Overcast","WEST",15.9361904761905,10.177619047619,21,NA,NA,"Tuesday","AM (7am-10am)","Pilot",4,1,13,0
"16161","2018-02-13 10:00",-6.1,"Sunny/Overcast","EAST ",14.3711764705882,11.5141176470588,17,NA,NA,"Tuesday","AM (7am-10am)","Pilot",4,1,13,0
"16162","2018-02-13 10:00",-6.1,"Sunny/Overcast","WEST",13.6664705882353,11.6582352941176,17,NA,NA,"Tuesday","AM (7am-10am)","Pilot",4,1,13,0
"16163","2018-02-13 11:00",-5.3,"Snow","EAST ",16.3335714285714,9.74785714285714,14,NA,NA,"Tuesday","MID (11am-3pm)","Pilot",4,5,12,0
"16164","2018-02-13 11:00",-5.3,"Snow","WEST",13.9158333333333,11.0716666666667,12,NA,NA,"Tuesday","MID (11am-3pm)","Pilot",4,5,12,0
"16165","2018-02-13 12:00",-3.9,"Sunny/Overcast","WEST",13.4630769230769,11.0961538461538,13,NA,NA,"Tuesday","MID (11am-3pm)","Pilot",4,5,13,0
"16166","2018-02-13 12:00",-3.9,"Sunny/Overcast","EAST ",15.8226666666667,10.314,15,NA,NA,"Tuesday","MID (11am-3pm)","Pilot",4,5,13,0
"16167","2018-02-13 13:00",-3.8,"Sunny/Overcast","WEST",15.228125,10.106875,16,NA,NA,"Tuesday","MID (11am-3pm)","Pilot",4,5,13,0
"16168","2018-02-13 13:00",-3.8,"Sunny/Overcast","EAST ",16.156,10.264,15,NA,NA,"Tuesday","MID (11am-3pm)","Pilot",4,5,13,0
"16169","2018-02-13 14:00",-3.7,"Sunny/Overcast","EAST ",14.5825,10.811875,16,NA,NA,"Tuesday","MID (11am-3pm)","Pilot",4,5,13,0
"16170","2018-02-13 14:00",-3.7,"Sunny/Overcast","WEST",13.19,11.5821428571429,14,NA,NA,"Tuesday","MID (11am-3pm)","Pilot",4,5,13,0
"16171","2018-02-13 15:00",-3.8,"Sunny/Overcast","EAST ",14.55,11.2635294117647,17,NA,NA,"Tuesday","MID (11am-3pm)","Pilot",4,5,13,0
"16172","2018-02-13 15:00",-3.8,"Sunny/Overcast","WEST",14.2463157894737,10.6910526315789,19,NA,NA,"Tuesday","MID (11am-3pm)","Pilot",4,5,13,0
"16173","2018-02-13 16:00",-3.7,"Sunny/Overcast","EAST ",14.9366666666667,10.3114285714286,21,NA,NA,"Tuesday","PM (4pm-7pm)","Pilot",4,6,13,0
"16174","2018-02-13 16:00",-3.7,"Sunny/Overcast","WEST",14.6663157894737,10.3742105263158,19,NA,NA,"Tuesday","PM (4pm-7pm)","Pilot",4,6,13,0
"16175","2018-02-13 17:00",-3.3,"Sunny/Overcast","EAST ",16.6661904761905,9.46285714285714,21,NA,NA,"Tuesday","PM (4pm-7pm)","Pilot",4,6,13,0
"16176","2018-02-13 17:00",-3.3,"Sunny/Overcast","WEST",16.7357894736842,9.27105263157895,19,NA,NA,"Tuesday","PM (4pm-7pm)","Pilot",4,6,13,0
"16177","2018-02-13 18:00",-3.1,"Sunny/Overcast","EAST ",17.65,8.96666666666667,21,NA,NA,"Tuesday","PM (4pm-7pm)","Pilot",4,6,13,0
"16178","2018-02-13 18:00",-3.1,"Sunny/Overcast","WEST",16.815,9.38055555555556,18,NA,NA,"Tuesday","PM (4pm-7pm)","Pilot",4,6,13,0
"16179","2018-02-13 19:00",-2.4,"Sunny/Overcast","EAST ",13.9077777777778,11.6144444444444,18,NA,NA,"Tuesday","EVENING (8pm-10pm)","Pilot",4,3,13,0
"16180","2018-02-13 19:00",-2.4,"Sunny/Overcast","WEST",14.9390909090909,10.3472727272727,22,NA,NA,"Tuesday","EVENING (8pm-10pm)","Pilot",4,3,13,0
"16181","2018-02-13 20:00",-2,"Sunny/Overcast","EAST ",13.2984210526316,12.2721052631579,19,NA,NA,"Tuesday","EVENING (8pm-10pm)","Pilot",4,3,13,0
"16182","2018-02-13 20:00",-2,"Sunny/Overcast","WEST",12.5605263157895,12.6142105263158,19,NA,NA,"Tuesday","EVENING (8pm-10pm)","Pilot",4,3,13,0
"16183","2018-02-13 21:00",-2,"Sunny/Overcast","EAST ",14.0594117647059,11.2652941176471,17,NA,NA,"Tuesday","EVENING (8pm-10pm)","Pilot",4,3,13,0
"16184","2018-02-13 21:00",-2,"Sunny/Overcast","WEST",14.64625,10.31875,16,NA,NA,"Tuesday","EVENING (8pm-10pm)","Pilot",4,3,13,0
"16185","2018-02-13 22:00",-1.4,"Sunny/Overcast","EAST ",12.3766666666667,13.016,15,NA,NA,"Tuesday","EVENING (8pm-10pm)","Pilot",4,3,13,0
"16186","2018-02-13 22:00",-1.4,"Sunny/Overcast","WEST",12.6,12.858,10,NA,NA,"Tuesday","EVENING (8pm-10pm)","Pilot",4,3,13,0
"16187","2018-02-13 23:00",-1.4,"Sunny/Overcast","EAST ",12.6661538461538,12.4630769230769,13,NA,NA,"Tuesday","LATE (11pm-2am)","Pilot",4,4,13,0
"16188","2018-02-13 23:00",-1.4,"Sunny/Overcast","WEST",11.4845454545455,13.6472727272727,11,NA,NA,"Tuesday","LATE (11pm-2am)","Pilot",4,4,13,0
"16189","2018-02-14 00:00",-1.1,"Sunny/Overcast","EAST ",11.6391666666667,13.4475,12,NA,NA,"Wednesday","LATE (11pm-2am)","Pilot",5,4,13,0
"16190","2018-02-14 00:00",-1.1,"Sunny/Overcast","WEST",11.2736363636364,13.4754545454545,11,NA,NA,"Wednesday","LATE (11pm-2am)","Pilot",5,4,13,0
"16191","2018-02-14 01:00",-1.7,"Sunny/Overcast","EAST ",11.2427272727273,13.93,11,NA,NA,"Wednesday","LATE (11pm-2am)","Pilot",5,4,13,0
"16192","2018-02-14 01:00",-1.7,"Sunny/Overcast","WEST",10.367,14.735,10,NA,NA,"Wednesday","LATE (11pm-2am)","Pilot",5,4,13,0
"16193","2018-02-14 02:00",-0.7,"Sunny/Overcast","EAST ",11.0825,14.895,4,NA,NA,"Wednesday","LATE (11pm-2am)","Pilot",5,4,13,0
"16194","2018-02-14 02:00",-0.7,"Sunny/Overcast","WEST",10,15.154,5,NA,NA,"Wednesday","LATE (11pm-2am)","Pilot",5,4,13,0
"16195","2018-02-14 03:00",-0.5,"Sunny/Overcast","EAST ",11.335,14.355,2,NA,NA,"Wednesday","EARLY(3AM - 6AM)","Pilot",5,2,13,0
"16196","2018-02-14 03:00",-0.5,"Sunny/Overcast","WEST",11.165,13.94,2,NA,NA,"Wednesday","EARLY(3AM - 6AM)","Pilot",5,2,13,0
"16197","2018-02-14 04:00",-0.8,"Sunny/Overcast",NA,NA,NA,NA,NA,NA,"Wednesday","EARLY(3AM - 6AM)","Pilot",5,2,13,0
"16198","2018-02-14 05:00",0.2,"Sunny/Overcast","WEST",11,13.04,1,NA,NA,"Wednesday","EARLY(3AM - 6AM)","Pilot",5,2,13,0
"16199","2018-02-14 06:00",-0.1,"Sunny/Overcast","EAST ",11.8511111111111,12.9166666666667,9,NA,NA,"Wednesday","EARLY(3AM - 6AM)","Pilot",5,2,13,0
"16200","2018-02-14 06:00",-0.1,"Sunny/Overcast","WEST",12.1333333333333,12.4206666666667,15,NA,NA,"Wednesday","EARLY(3AM - 6AM)","Pilot",5,2,13,0
"16201","2018-02-14 07:00",0.1,"Sunny/Overcast","EAST ",14.0309523809524,11.5385714285714,21,NA,NA,"Wednesday","AM (7am-10am)","Pilot",5,1,13,0
"16202","2018-02-14 07:00",0.1,"Sunny/Overcast","WEST",14.1109523809524,11.0295238095238,21,NA,NA,"Wednesday","AM (7am-10am)","Pilot",5,1,13,0
"16203","2018-02-14 08:00",0.4,"Sunny/Overcast","EAST ",16.174347826087,9.99608695652174,23,NA,NA,"Wednesday","AM (7am-10am)","Pilot",5,1,13,0
"16204","2018-02-14 08:00",0.4,"Sunny/Overcast","WEST",13.8095238095238,10.9442857142857,21,NA,NA,"Wednesday","AM (7am-10am)","Pilot",5,1,13,0
"16205","2018-02-14 09:00",1,"Sunny/Overcast","EAST ",17.5155,8.9975,20,NA,NA,"Wednesday","AM (7am-10am)","Pilot",5,1,13,0
"16206","2018-02-14 09:00",1,"Sunny/Overcast","WEST",15.8786363636364,9.78636363636364,22,NA,NA,"Wednesday","AM (7am-10am)","Pilot",5,1,13,0
"16207","2018-02-14 10:00",1.5,"Sunny/Overcast","EAST ",17.4919047619048,9.67285714285714,21,NA,NA,"Wednesday","AM (7am-10am)","Pilot",5,1,13,0
"16208","2018-02-14 10:00",1.5,"Sunny/Overcast","WEST",13.58,11.9410526315789,19,NA,NA,"Wednesday","AM (7am-10am)","Pilot",5,1,13,0
"16209","2018-02-14 11:00",1.9,"Sunny/Overcast","EAST ",14.208125,11.0925,16,NA,NA,"Wednesday","MID (11am-3pm)","Pilot",5,5,13,0
"16210","2018-02-14 11:00",1.9,"Sunny/Overcast","WEST",14.8333333333333,10.0766666666667,12,NA,NA,"Wednesday","MID (11am-3pm)","Pilot",5,5,13,0
"16211","2018-02-14 12:00",2.5,"Sunny/Overcast","EAST ",14.4623076923077,11.0046153846154,13,NA,NA,"Wednesday","MID (11am-3pm)","Pilot",5,5,13,0
"16212","2018-02-14 12:00",2.5,"Sunny/Overcast","WEST",15.0782352941176,10.8694117647059,17,NA,NA,"Wednesday","MID (11am-3pm)","Pilot",5,5,13,0
"16213","2018-02-14 13:00",3,"Sunny/Overcast","EAST ",14.1657142857143,11.2735714285714,14,NA,NA,"Wednesday","MID (11am-3pm)","Pilot",5,5,13,0
"16214","2018-02-14 13:00",3,"Sunny/Overcast","WEST",14.95875,10.364375,16,NA,NA,"Wednesday","MID (11am-3pm)","Pilot",5,5,13,0
"16215","2018-02-14 14:00",2.9,"Sunny/Overcast","EAST ",15.2810526315789,10.3989473684211,19,NA,NA,"Wednesday","MID (11am-3pm)","Pilot",5,5,13,0
"16216","2018-02-14 14:00",2.9,"Sunny/Overcast","WEST",14.0707142857143,11.1014285714286,14,NA,NA,"Wednesday","MID (11am-3pm)","Pilot",5,5,13,0
"16217","2018-02-14 15:00",3.1,"Sunny/Overcast","EAST ",14.8311111111111,10.7222222222222,18,NA,NA,"Wednesday","MID (11am-3pm)","Pilot",5,5,13,0
"16218","2018-02-14 15:00",3.1,"Sunny/Overcast","WEST",14.217,10.7565,20,NA,NA,"Wednesday","MID (11am-3pm)","Pilot",5,5,13,0
"16219","2018-02-14 16:00",2.9,"Sunny/Overcast","EAST ",15.9821052631579,9.99894736842105,19,NA,NA,"Wednesday","PM (4pm-7pm)","Pilot",5,6,13,0
"16220","2018-02-14 16:00",2.9,"Sunny/Overcast","WEST",14.9484210526316,10.2121052631579,19,NA,NA,"Wednesday","PM (4pm-7pm)","Pilot",5,6,13,0
"16221","2018-02-14 17:00",3,"Sunny/Overcast","EAST ",19.9478947368421,8.14473684210526,19,NA,NA,"Wednesday","PM (4pm-7pm)","Pilot",5,6,13,0
"16222","2018-02-14 17:00",3,"Sunny/Overcast","WEST",16.4375,9.184375,16,NA,NA,"Wednesday","PM (4pm-7pm)","Pilot",5,6,13,0
"16223","2018-02-14 18:00",2.5,"Sunny/Overcast","EAST ",19.6915384615385,8.15461538461538,13,NA,NA,"Wednesday","PM (4pm-7pm)","Pilot",5,6,13,0
"16224","2018-02-14 18:00",2.5,"Sunny/Overcast","WEST",21.949,7.0565,20,NA,NA,"Wednesday","PM (4pm-7pm)","Pilot",5,6,13,0
"16225","2018-02-14 19:00",1.9,"Sunny/Overcast","EAST ",15.217,10.377,20,NA,NA,"Wednesday","EVENING (8pm-10pm)","Pilot",5,3,13,0
"16226","2018-02-14 19:00",1.9,"Sunny/Overcast","WEST",16.27125,9.45125,16,NA,NA,"Wednesday","EVENING (8pm-10pm)","Pilot",5,3,13,0
"16227","2018-02-14 20:00",1.9,"Sunny/Overcast","EAST ",14.063125,11.156875,16,NA,NA,"Wednesday","EVENING (8pm-10pm)","Pilot",5,3,13,0
"16228","2018-02-14 20:00",1.9,"Sunny/Overcast","WEST",13.5714285714286,11.2521428571429,14,NA,NA,"Wednesday","EVENING (8pm-10pm)","Pilot",5,3,13,0
"16229","2018-02-14 21:00",1.5,"Fog","EAST ",14.3522222222222,11.1538888888889,18,NA,NA,"Wednesday","EVENING (8pm-10pm)","Pilot",5,3,2,0
"16230","2018-02-14 21:00",1.5,"Fog","WEST",15.178,10.2233333333333,15,NA,NA,"Wednesday","EVENING (8pm-10pm)","Pilot",5,3,2,0
"16231","2018-02-14 22:00",2.2,"Sunny/Overcast","EAST ",13.5721428571429,12.0078571428571,14,NA,NA,"Wednesday","EVENING (8pm-10pm)","Pilot",5,3,13,0
"16232","2018-02-14 22:00",2.2,"Sunny/Overcast","WEST",13.48,11.809375,16,NA,NA,"Wednesday","EVENING (8pm-10pm)","Pilot",5,3,13,0
"16233","2018-02-14 23:00",2.3,"Sunny/Overcast","EAST ",12.1284615384615,12.9853846153846,13,NA,NA,"Wednesday","LATE (11pm-2am)","Pilot",5,4,13,0
"16234","2018-02-14 23:00",2.3,"Sunny/Overcast","WEST",11.367,13.691,10,NA,NA,"Wednesday","LATE (11pm-2am)","Pilot",5,4,13,0
"16235","2018-02-15 00:00",2.6,"Fog","EAST ",12.2977777777778,12.8688888888889,9,NA,NA,"Thursday","LATE (11pm-2am)","Pilot",3,4,2,0
"16236","2018-02-15 00:00",2.6,"Fog","WEST",17.06,11.4545454545455,11,NA,NA,"Thursday","LATE (11pm-2am)","Pilot",3,4,2,0
"16237","2018-02-15 01:00",2.6,"Fog","EAST ",11.1,14.632,10,NA,NA,"Thursday","LATE (11pm-2am)","Pilot",3,4,2,0
"16238","2018-02-15 01:00",2.6,"Fog","WEST",10.733,14.206,10,NA,NA,"Thursday","LATE (11pm-2am)","Pilot",3,4,2,0
"16239","2018-02-15 02:00",2.4,"Fog","EAST ",11.6666666666667,13.1733333333333,3,NA,NA,"Thursday","LATE (11pm-2am)","Pilot",3,4,2,0
"16240","2018-02-15 02:00",2.4,"Fog","WEST",11.4433333333333,13.0933333333333,3,NA,NA,"Thursday","LATE (11pm-2am)","Pilot",3,4,2,0
"16241","2018-02-15 03:00",2.2,"Fog","EAST ",9.67,16.12,1,NA,NA,"Thursday","EARLY(3AM - 6AM)","Pilot",3,2,2,0
"16242","2018-02-15 03:00",2.2,"Fog","WEST",10.67,14.88,1,NA,NA,"Thursday","EARLY(3AM - 6AM)","Pilot",3,2,2,0
"16243","2018-02-15 04:00",2.2,"Fog",NA,NA,NA,NA,NA,NA,"Thursday","EARLY(3AM - 6AM)","Pilot",3,2,2,0
"16244","2018-02-15 05:00",2.6,"Fog","EAST ",10,15.33,1,NA,NA,"Thursday","EARLY(3AM - 6AM)","Pilot",3,2,2,0
"16245","2018-02-15 05:00",2.6,"Fog","WEST",11.33,12.9,1,NA,NA,"Thursday","EARLY(3AM - 6AM)","Pilot",3,2,2,0
"16246","2018-02-15 06:00",2.4,"Fog","EAST ",12.6666666666667,12.0011111111111,9,NA,NA,"Thursday","EARLY(3AM - 6AM)","Pilot",3,2,2,0
"16247","2018-02-15 06:00",2.4,"Fog","WEST",12.041875,12.660625,16,NA,NA,"Thursday","EARLY(3AM - 6AM)","Pilot",3,2,2,0
"16248","2018-02-15 07:00",3.2,"Fog","EAST ",14.0665,11.1805,20,NA,NA,"Thursday","AM (7am-10am)","Pilot",3,1,2,0
"16249","2018-02-15 07:00",3.2,"Fog","WEST",14.3338095238095,11.0309523809524,21,NA,NA,"Thursday","AM (7am-10am)","Pilot",3,1,2,0
"16250","2018-02-15 08:00",3.1,"Sunny/Overcast","WEST",18.4,9.408,15,21,2,"Thursday","AM (7am-10am)","Pilot",3,1,13,0
"16251","2018-02-15 08:00",3.1,"Sunny/Overcast","EAST ",16.6369565217391,10.1721739130435,23,21,2,"Thursday","AM (7am-10am)","Pilot",3,1,13,0
"16252","2018-02-15 09:00",3.7,"Fog","EAST ",18.1764705882353,9.22058823529412,17,NA,NA,"Thursday","AM (7am-10am)","Pilot",3,1,2,0
"16253","2018-02-15 09:00",3.7,"Fog","WEST",15.0172222222222,10.2327777777778,18,NA,NA,"Thursday","AM (7am-10am)","Pilot",3,1,2,0
"16254","2018-02-15 10:00",4.1,"Fog","EAST ",13.1428571428571,12.11,21,NA,NA,"Thursday","AM (7am-10am)","Pilot",3,1,2,0
"16255","2018-02-15 10:00",4.1,"Fog","WEST",14.0526315789474,11.1063157894737,19,NA,NA,"Thursday","AM (7am-10am)","Pilot",3,1,2,0
"16256","2018-02-15 11:00",4.8,"Sunny/Overcast","EAST ",13.6672222222222,11.5472222222222,18,7,1,"Thursday","MID (11am-3pm)","Pilot",3,5,13,0
"16257","2018-02-15 11:00",4.8,"Sunny/Overcast","WEST",12.2925,12.241875,16,7,1,"Thursday","MID (11am-3pm)","Pilot",3,5,13,0
"16258","2018-02-15 12:00",4.8,"Sunny/Overcast","EAST ",14.934,10.4826666666667,15,15,1,"Thursday","MID (11am-3pm)","Pilot",3,5,13,0
"16259","2018-02-15 12:00",4.8,"Sunny/Overcast","WEST",13.9326666666667,10.8806666666667,15,15,1,"Thursday","MID (11am-3pm)","Pilot",3,5,13,0
"16260","2018-02-15 13:00",5,"Sunny/Overcast","EAST ",14.1170588235294,11.5894117647059,17,NA,NA,"Thursday","MID (11am-3pm)","Pilot",3,5,13,0
"16261","2018-02-15 13:00",5,"Sunny/Overcast","WEST",13.3717647058824,11.4417647058824,17,NA,NA,"Thursday","MID (11am-3pm)","Pilot",3,5,13,0
"16262","2018-02-15 14:00",5.5,"Sunny/Overcast","EAST ",13.8241176470588,11.4276470588235,17,NA,NA,"Thursday","MID (11am-3pm)","Pilot",3,5,13,0
"16263","2018-02-15 14:00",5.5,"Sunny/Overcast","WEST",13.7546666666667,10.9266666666667,15,NA,NA,"Thursday","MID (11am-3pm)","Pilot",3,5,13,0
"16264","2018-02-15 15:00",5,"Sunny/Overcast","EAST ",14.3152631578947,10.9621052631579,19,NA,NA,"Thursday","MID (11am-3pm)","Pilot",3,5,13,0
"16265","2018-02-15 15:00",5,"Sunny/Overcast","WEST",14.5939130434783,10.3421739130435,23,NA,NA,"Thursday","MID (11am-3pm)","Pilot",3,5,13,0
"16266","2018-02-15 16:00",5.2,"Sunny/Overcast","EAST ",14.7722727272727,11.1195454545455,22,NA,NA,"Thursday","PM (4pm-7pm)","Pilot",3,6,13,0
"16267","2018-02-15 16:00",5.2,"Sunny/Overcast","WEST",14.5005,10.7485,20,NA,NA,"Thursday","PM (4pm-7pm)","Pilot",3,6,13,0
"16268","2018-02-15 17:00",6.5,"Sunny/Overcast","EAST ",16.6483333333333,9.695,18,NA,NA,"Thursday","PM (4pm-7pm)","Pilot",3,6,13,0
"16269","2018-02-15 17:00",6.5,"Sunny/Overcast","WEST",16.7335,9.1525,20,NA,NA,"Thursday","PM (4pm-7pm)","Pilot",3,6,13,0
"16270","2018-02-15 18:00",7,"Sunny/Overcast","EAST ",15.9860869565217,10.2165217391304,23,NA,NA,"Thursday","PM (4pm-7pm)","Pilot",3,6,13,0
"16271","2018-02-15 18:00",7,"Sunny/Overcast","WEST",16.7133333333333,9.63380952380952,21,NA,NA,"Thursday","PM (4pm-7pm)","Pilot",3,6,13,0
"16272","2018-02-15 19:00",3.4,"Fog","EAST ",13.432,11.897,20,NA,NA,"Thursday","EVENING (8pm-10pm)","Pilot",3,3,2,0
"16273","2018-02-15 19:00",3.4,"Fog","WEST",14.5621052631579,10.5794736842105,19,NA,NA,"Thursday","EVENING (8pm-10pm)","Pilot",3,3,2,0
"16274","2018-02-15 20:00",3.7,"Fog","EAST ",13.13,12.4055555555556,18,NA,NA,"Thursday","EVENING (8pm-10pm)","Pilot",3,3,2,0
